model,variant,fold,stratum,metric,value,n
B1,AWstar,f3,nonop,fn_C90_p05,0.0,6
B1,AWstar,f3,nonop,fp_C90_p05,0.0,6
B1,AWstar,f3,nonop,precision_C90_pstar,NaN,6
B1,AWstar,f3,nonop,recall_C90_pstar,NaN,6
B1,AWstar,f3,nonop,f1_C90_pstar,NaN,6
B1,AWstar,f3,nonop,fn_C90_pstar,0.0,6
B1,AWstar,f3,nonop,fp_C90_pstar,0.0,6
B1,AWstar,f4,all,brier_mean_platt,0.06406045876238739,12
B1,AWstar,f4,all,brier_platt_C50,0.000015203250354289054,12
B1,AWstar,f4,all,brier_platt_C75,0.17680239447820137,12
B1,AWstar,f4,all,brier_platt_C90,0.015363778558606508,12
B1,AWstar,f4,all,bss_cond_C50,0.9999029262539115,12
B1,AWstar,f4,all,brier_clim_C50,0.3402366863905326,12
B1,AWstar,f4,all,brier_climcond_C50,0.1566154698555268,12
B1,AWstar,f4,all,precision_C50_p05,1.0,12
B1,AWstar,f4,all,recall_C50_p05,1.0,12
B1,AWstar,f4,all,f1_C50_p05,1.0,12
B1,AWstar,f4,all,fn_C50_p05,0.0,12
B1,AWstar,f4,all,fp_C50_p05,0.0,12
B1,AWstar,f4,all,precision_C50_pstar,1.0,12
B1,AWstar,f4,all,recall_C50_pstar,0.7,12
B1,AWstar,f4,all,f1_C50_pstar,0.8235294117647058,12
B1,AWstar,f4,all,fn_C50_pstar,3.0,12
B1,AWstar,f4,all,fp_C50_pstar,0.0,12
B1,AWstar,f4,all,bss_cond_C75,-0.25019577129847104,12
B1,AWstar,f4,all,brier_clim_C75,0.13954635108481264,12
B1,AWstar,f4,all,brier_climcond_C75,0.1414197668374545,12
B1,AWstar,f4,all,precision_C75_p05,0.3333333333333333,12
B1,AWstar,f4,all,recall_C75_p05,0.5,12
B1,AWstar,f4,all,f1_C75_p05,0.4,12
B1,AWstar,f4,all,fn_C75_p05,1.0,12
B1,AWstar,f4,all,fp_C75_p05,2.0,12
B1,AWstar,f4,all,precision_C75_pstar,NaN,12
B1,AWstar,f4,all,recall_C75_pstar,0.0,12
B1,AWstar,f4,all,f1_C75_pstar,0.0,12
B1,AWstar,f4,all,fn_C75_pstar,2.0,12
B1,AWstar,f4,all,fp_C75_pstar,0.0,12
B1,AWstar,f4,all,bss_cond_C90,-0.2931500365547115,12
B1,AWstar,f4,all,brier_clim_C90,0.005917159763313611,12
B1,AWstar,f4,all,brier_climcond_C90,0.011880894037276305,12
B1,AWstar,f4,all,precision_C90_p05,NaN,12
B1,AWstar,f4,all,recall_C90_p05,NaN,12
B1,AWstar,f4,all,f1_C90_p05,NaN,12
B1,AWstar,f4,all,fn_C90_p05,0.0,12
B1,AWstar,f4,all,fp_C90_p05,0.0,12
B1,AWstar,f4,all,precision_C90_pstar,0.0,12
B1,AWstar,f4,all,recall_C90_pstar,NaN,12
B1,AWstar,f4,all,f1_C90_pstar,NaN,12
B1,AWstar,f4,all,fn_C90_pstar,0.0,12
B1,AWstar,f4,all,fp_C90_pstar,3.0,12
B1,AWstar,f4,op,brier_mean_platt,0.06988413683169534,11
B1,AWstar,f4,op,brier_platt_C50,0.000016585364022860786,11
B1,AWstar,f4,op,brier_platt_C75,0.19287533943076515,11
B1,AWstar,f4,op,brier_platt_C90,0.01676048570029801,11
B1,AWstar,f4,op,bss_cond_C50,0.9999029262539115,11
B1,AWstar,f4,op,brier_clim_C50,0.3577192038730501,11
B1,AWstar,f4,op,brier_climcond_C50,0.17085323984239287,11
B1,AWstar,f4,op,precision_C50_p05,1.0,11
B1,AWstar,f4,op,recall_C50_p05,1.0,11
B1,AWstar,f4,op,f1_C50_p05,1.0,11
B1,AWstar,f4,op,fn_C50_p05,0.0,11
B1,AWstar,f4,op,fp_C50_p05,0.0,11
B1,AWstar,f4,op,precision_C50_pstar,1.0,11
B1,AWstar,f4,op,recall_C50_pstar,0.7,11
B1,AWstar,f4,op,f1_C50_pstar,0.8235294117647058,11
B1,AWstar,f4,op,fn_C50_pstar,3.0,11
B1,AWstar,f4,op,fp_C50_pstar,0.0,11
B1,AWstar,f4,op,bss_cond_C75,-0.25019577129847104,11
B1,AWstar,f4,op,brier_clim_C75,0.14887036040882198,11
B1,AWstar,f4,op,brier_climcond_C75,0.1542761092772231,11
B1,AWstar,f4,op,precision_C75_p05,0.3333333333333333,11
B1,AWstar,f4,op,recall_C75_p05,0.5,11
B1,AWstar,f4,op,f1_C75_p05,0.4,11
B1,AWstar,f4,op,fn_C75_p05,1.0,11
B1,AWstar,f4,op,fp_C75_p05,2.0,11
B1,AWstar,f4,op,precision_C75_pstar,NaN,11
B1,AWstar,f4,op,recall_C75_pstar,0.0,11
B1,AWstar,f4,op,f1_C75_pstar,0.0,11
B1,AWstar,f4,op,fn_C75_pstar,2.0,11
B1,AWstar,f4,op,fp_C75_pstar,0.0,11
B1,AWstar,f4,op,bss_cond_C90,-0.2931500365547115,11
B1,AWstar,f4,op,brier_clim_C90,0.005917159763313611,11
B1,AWstar,f4,op,brier_climcond_C90,0.012960975313392332,11
B1,AWstar,f4,op,precision_C90_p05,NaN,11
B1,AWstar,f4,op,recall_C90_p05,NaN,11
B1,AWstar,f4,op,f1_C90_p05,NaN,11
B1,AWstar,f4,op,fn_C90_p05,0.0,11
B1,AWstar,f4,op,fp_C90_p05,0.0,11
B1,AWstar,f4,op,precision_C90_pstar,0.0,11
B1,AWstar,f4,op,recall_C90_pstar,NaN,11
B1,AWstar,f4,op,f1_C90_pstar,NaN,11
B1,AWstar,f4,op,fn_C90_pstar,0.0,11
B1,AWstar,f4,op,fp_C90_pstar,3.0,11
B1,AWstar,f4,nonop,brier_mean_platt,2.0568895666171023e-23,1
B1,AWstar,f4,nonop,brier_platt_C50,2.0568895666171023e-23,1
B1,AWstar,f4,nonop,brier_platt_C75,2.0568895666171023e-23,1
B1,AWstar,f4,nonop,brier_platt_C90,2.0568895666171023e-23,1
B1,AWstar,f4,nonop,bss_cond_C50,NaN,1
B1,AWstar,f4,nonop,brier_clim_C50,0.14792899408284024,1
B1,AWstar,f4,nonop,brier_climcond_C50,0.0,1
B1,AWstar,f4,nonop,precision_C50_p05,NaN,1
B1,AWstar,f4,nonop,recall_C50_p05,NaN,1
B1,AWstar,f4,nonop,f1_C50_p05,NaN,1
B1,AWstar,f4,nonop,fn_C50_p05,0.0,1
B1,AWstar,f4,nonop,fp_C50_p05,0.0,1
B1,AWstar,f4,nonop,precision_C50_pstar,NaN,1
B1,AWstar,f4,nonop,recall_C50_pstar,NaN,1
B1,AWstar,f4,nonop,f1_C50_pstar,NaN,1
B1,AWstar,f4,nonop,fn_C50_pstar,0.0,1
B1,AWstar,f4,nonop,fp_C50_pstar,0.0,1
B1,AWstar,f4,nonop,bss_cond_C75,NaN,1
B1,AWstar,f4,nonop,brier_clim_C75,0.03698224852071006,1
B1,AWstar,f4,nonop,brier_climcond_C75,0.0,1
B1,AWstar,f4,nonop,precision_C75_p05,NaN,1
B1,AWstar,f4,nonop,recall_C75_p05,NaN,1
B1,AWstar,f4,nonop,f1_C75_p05,NaN,1
B1,AWstar,f4,nonop,fn_C75_p05,0.0,1
B1,AWstar,f4,nonop,fp_C75_p05,0.0,1
B1,AWstar,f4,nonop,precision_C75_pstar,NaN,1
B1,AWstar,f4,nonop,recall_C75_pstar,NaN,1
B1,AWstar,f4,nonop,f1_C75_pstar,NaN,1
B1,AWstar,f4,nonop,fn_C75_pstar,0.0,1
B1,AWstar,f4,nonop,fp_C75_pstar,0.0,1
B1,AWstar,f4,nonop,bss_cond_C90,NaN,1
B1,AWstar,f4,nonop,brier_clim_C90,0.00591715976331361,1
B1,AWstar,f4,nonop,brier_climcond_C90,0.0,1
B1,AWstar,f4,nonop,precision_C90_p05,NaN,1
B1,AWstar,f4,nonop,recall_C90_p05,NaN,1
B1,AWstar,f4,nonop,f1_C90_p05,NaN,1
B1,AWstar,f4,nonop,fn_C90_p05,0.0,1
B1,AWstar,f4,nonop,fp_C90_p05,0.0,1
B1,AWstar,f4,nonop,precision_C90_pstar,NaN,1
B1,AWstar,f4,nonop,recall_C90_pstar,NaN,1
B1,AWstar,f4,nonop,f1_C90_pstar,NaN,1
B1,AWstar,f4,nonop,fn_C90_pstar,0.0,1
B1,AWstar,f4,nonop,fp_C90_pstar,0.0,1
B1,AWstar,pooled,all,brier_mean_platt,0.1367565365341536,51
B1,AWstar,pooled,all,brier_platt_C50,0.03411388256283878,51
B1,AWstar,pooled,all,brier_platt_C75,0.2282045176029823,51
B1,AWstar,pooled,all,brier_platt_C90,0.14795120943663964,51
B1,AWstar,pooled,all,bss_cond_C50,0.7423625202796187,51
B1,AWstar,pooled,all,brier_clim_C50,0.2865662562154306,51
B1,AWstar,pooled,all,brier_climcond_C50,0.13241040317528027,51
B1,AWstar,pooled,all,precision_C50_p05,0.967741935483871,51
B1,AWstar,pooled,all,recall_C50_p05,0.967741935483871,51
B1,AWstar,pooled,all,f1_C50_p05,0.967741935483871,51
B1,AWstar,pooled,all,fn_C50_p05,1.0,51
B1,AWstar,pooled,all,fp_C50_p05,1.0,51
B1,AWstar,pooled,all,precision_C50_pstar,0.9642857142857143,51
B1,AWstar,pooled,all,recall_C50_pstar,0.8709677419354839,51
B1,AWstar,pooled,all,f1_C50_pstar,0.9152542372881356,51
B1,AWstar,pooled,all,fn_C50_pstar,4.0,51
B1,AWstar,pooled,all,fp_C50_pstar,1.0,51
B1,AWstar,pooled,all,bss_cond_C75,0.030258713820224714,51
B1,AWstar,pooled,all,brier_clim_C75,0.28404344293174416,51
B1,AWstar,pooled,all,brier_climcond_C75,0.235325154095457,51
B1,AWstar,pooled,all,precision_C75_p05,0.7692307692307693,51
B1,AWstar,pooled,all,recall_C75_p05,0.47619047619047616,51
B1,AWstar,pooled,all,f1_C75_p05,0.5882352941176471,51
B1,AWstar,pooled,all,fn_C75_p05,11.0,51
B1,AWstar,pooled,all,fp_C75_p05,3.0,51
B1,AWstar,pooled,all,precision_C75_pstar,1.0,51
B1,AWstar,pooled,all,recall_C75_pstar,0.38095238095238093,51
B1,AWstar,pooled,all,f1_C75_pstar,0.5517241379310345,51
B1,AWstar,pooled,all,fn_C75_pstar,13.0,51
B1,AWstar,pooled,all,fp_C75_pstar,0.0,51
B1,AWstar,pooled,all,bss_cond_C90,0.2617859342171094,51
B1,AWstar,pooled,all,brier_clim_C90,0.21796862139473777,51
B1,AWstar,pooled,all,brier_climcond_C90,0.20041775996198943,51
B1,AWstar,pooled,all,precision_C90_p05,1.0,51
B1,AWstar,pooled,all,recall_C90_p05,0.38461538461538464,51
B1,AWstar,pooled,all,f1_C90_p05,0.5555555555555556,51
B1,AWstar,pooled,all,fn_C90_p05,8.0,51
B1,AWstar,pooled,all,fp_C90_p05,0.0,51
B1,AWstar,pooled,all,precision_C90_pstar,0.6666666666666666,51
B1,AWstar,pooled,all,recall_C90_pstar,0.46153846153846156,51
B1,AWstar,pooled,all,f1_C90_pstar,0.5454545454545454,51
B1,AWstar,pooled,all,fn_C90_pstar,7.0,51
B1,AWstar,pooled,all,fp_C90_pstar,3.0,51
B1,AWstar,pooled,op,brier_mean_platt,0.18850224857876763,37
B1,AWstar,pooled,op,brier_platt_C50,0.04702182999290752,37
B1,AWstar,pooled,op,brier_platt_C75,0.3145521676010368,37
B1,AWstar,pooled,op,brier_platt_C90,0.20393274814235846,37
B1,AWstar,pooled,op,bss_cond_C50,0.7423625648480023,37
B1,AWstar,pooled,op,brier_clim_C50,0.3351532092391234,37
B1,AWstar,pooled,op,brier_climcond_C50,0.1825116368091701,37
B1,AWstar,pooled,op,precision_C50_p05,0.967741935483871,37
B1,AWstar,pooled,op,recall_C50_p05,0.967741935483871,37
B1,AWstar,pooled,op,f1_C50_p05,0.967741935483871,37
B1,AWstar,pooled,op,fn_C50_p05,1.0,37
B1,AWstar,pooled,op,fp_C50_p05,1.0,37
B1,AWstar,pooled,op,precision_C50_pstar,0.9642857142857143,37
B1,AWstar,pooled,op,recall_C50_pstar,0.8709677419354839,37
B1,AWstar,pooled,op,f1_C50_pstar,0.9152542372881356,37
B1,AWstar,pooled,op,fn_C50_pstar,4.0,37
B1,AWstar,pooled,op,fp_C50_pstar,1.0,37
B1,AWstar,pooled,op,bss_cond_C75,0.030258730194209438,37
B1,AWstar,pooled,op,brier_clim_C75,0.37565674456450343,37
B1,AWstar,pooled,op,brier_climcond_C75,0.32436710429373805,37
B1,AWstar,pooled,op,precision_C75_p05,0.7692307692307693,37
B1,AWstar,pooled,op,recall_C75_p05,0.47619047619047616,37
B1,AWstar,pooled,op,f1_C75_p05,0.5882352941176471,37
B1,AWstar,pooled,op,fn_C75_p05,11.0,37
B1,AWstar,pooled,op,fp_C75_p05,3.0,37
B1,AWstar,pooled,op,precision_C75_pstar,1.0,37
B1,AWstar,pooled,op,recall_C75_pstar,0.38095238095238093,37
B1,AWstar,pooled,op,f1_C75_pstar,0.5517241379310345,37
B1,AWstar,pooled,op,fn_C75_pstar,13.0,37
B1,AWstar,pooled,op,fp_C75_pstar,0.0,37
B1,AWstar,pooled,op,bss_cond_C90,0.2617859342172425,37
B1,AWstar,pooled,op,brier_clim_C90,0.29756536460499167,37
B1,AWstar,pooled,op,brier_climcond_C90,0.27625150697463413,37
B1,AWstar,pooled,op,precision_C90_p05,1.0,37
B1,AWstar,pooled,op,recall_C90_p05,0.38461538461538464,37
B1,AWstar,pooled,op,f1_C90_p05,0.5555555555555556,37
B1,AWstar,pooled,op,fn_C90_p05,8.0,37
B1,AWstar,pooled,op,fp_C90_p05,0.0,37
B1,AWstar,pooled,op,precision_C90_pstar,0.6666666666666666,37
B1,AWstar,pooled,op,recall_C90_pstar,0.46153846153846156,37
B1,AWstar,pooled,op,f1_C90_pstar,0.5454545454545454,37
B1,AWstar,pooled,op,fn_C90_pstar,7.0,37
B1,AWstar,pooled,op,fp_C90_pstar,3.0,37
B1,AWstar,pooled,nonop,brier_mean_platt,1.18448165324504e-8,14
B1,AWstar,pooled,nonop,brier_platt_C50,2.149765709061995e-8,14
B1,AWstar,pooled,nonop,brier_platt_C75,1.4036695327226526e-8,14
B1,AWstar,pooled,nonop,brier_platt_C90,9.717950472295578e-14,14
B1,AWstar,pooled,nonop,bss_cond_C50,NaN,14
B1,AWstar,pooled,nonop,brier_clim_C50,0.15815788036709977,14
B1,AWstar,pooled,nonop,brier_climcond_C50,0.0,14
B1,AWstar,pooled,nonop,precision_C50_p05,NaN,14
B1,AWstar,pooled,nonop,recall_C50_p05,NaN,14
B1,AWstar,pooled,nonop,f1_C50_p05,NaN,14
B1,AWstar,pooled,nonop,fn_C50_p05,0.0,14
B1,AWstar,pooled,nonop,fp_C50_p05,0.0,14
B1,AWstar,pooled,nonop,precision_C50_pstar,NaN,14
B1,AWstar,pooled,nonop,recall_C50_pstar,NaN,14
B1,AWstar,pooled,nonop,f1_C50_pstar,NaN,14
B1,AWstar,pooled,nonop,fn_C50_pstar,0.0,14
B1,AWstar,pooled,nonop,fp_C50_pstar,0.0,14
B1,AWstar,pooled,nonop,bss_cond_C75,NaN,14
B1,AWstar,pooled,nonop,brier_clim_C75,0.04192257433088031,14
B1,AWstar,pooled,nonop,brier_climcond_C75,0.0,14
B1,AWstar,pooled,nonop,precision_C75_p05,NaN,14
B1,AWstar,pooled,nonop,recall_C75_p05,NaN,14
B1,AWstar,pooled,nonop,f1_C75_p05,NaN,14
B1,AWstar,pooled,nonop,fn_C75_p05,0.0,14
B1,AWstar,pooled,nonop,fp_C75_p05,0.0,14
B1,AWstar,pooled,nonop,precision_C75_pstar,NaN,14
B1,AWstar,pooled,nonop,recall_C75_pstar,NaN,14
B1,AWstar,pooled,nonop,f1_C75_pstar,NaN,14
B1,AWstar,pooled,nonop,fn_C75_pstar,0.0,14
B1,AWstar,pooled,nonop,fp_C75_pstar,0.0,14
B1,AWstar,pooled,nonop,bss_cond_C90,NaN,14
B1,AWstar,pooled,nonop,brier_clim_C90,0.007605800053352501,14
B1,AWstar,pooled,nonop,brier_climcond_C90,0.0,14
B1,AWstar,pooled,nonop,precision_C90_p05,NaN,14
B1,AWstar,pooled,nonop,recall_C90_p05,NaN,14
B1,AWstar,pooled,nonop,f1_C90_p05,NaN,14
B1,AWstar,pooled,nonop,fn_C90_p05,0.0,14
B1,AWstar,pooled,nonop,fp_C90_p05,0.0,14
B1,AWstar,pooled,nonop,precision_C90_pstar,NaN,14
B1,AWstar,pooled,nonop,recall_C90_pstar,NaN,14
B1,AWstar,pooled,nonop,f1_C90_pstar,NaN,14
B1,AWstar,pooled,nonop,fn_C90_pstar,0.0,14
B1,AWstar,pooled,nonop,fp_C90_pstar,0.0,14
B4,B,f2,all,brier_mean_platt,0.16952670941830217,13
B4,B,f2,all,brier_platt_C50,3.5188568041597286e-7,13
B4,B,f2,all,brier_platt_C75,1.341045448506237e-8,13
B4,B,f2,all,brier_platt_C90,0.5085797629587716,13
B4,B,f2,all,bss_cond_C50,0.9999968312876667,13
B4,B,f2,all,brier_clim_C50,0.26697977347328,13
B4,B,f2,all,brier_climcond_C50,0.11105005548191413,13
B4,B,f2,all,precision_C50_p05,1.0,13
B4,B,f2,all,recall_C50_p05,1.0,13
B4,B,f2,all,f1_C50_p05,1.0,13
B4,B,f2,all,fn_C50_p05,0.0,13
B4,B,f2,all,fp_C50_p05,0.0,13
B4,B,f2,all,precision_C50_pstar,1.0,13
B4,B,f2,all,recall_C50_pstar,1.0,13
B4,B,f2,all,f1_C50_pstar,1.0,13
B4,B,f2,all,fn_C50_pstar,0.0,13
B4,B,f2,all,fp_C50_pstar,0.0,13
B4,B,f2,all,bss_cond_C75,0.9999999540049247,13
B4,B,f2,all,brier_clim_C75,0.3666203925944187,13
B4,B,f2,all,brier_climcond_C75,0.29156283374866504,13
B4,B,f2,all,precision_C75_p05,1.0,13
B4,B,f2,all,recall_C75_p05,1.0,13
B4,B,f2,all,f1_C75_p05,1.0,13
B4,B,f2,all,fn_C75_p05,0.0,13
B4,B,f2,all,fp_C75_p05,0.0,13
B4,B,f2,all,precision_C75_pstar,1.0,13
B4,B,f2,all,recall_C75_pstar,1.0,13
B4,B,f2,all,f1_C75_pstar,1.0,13
B4,B,f2,all,fn_C75_pstar,0.0,13
B4,B,f2,all,fp_C75_pstar,0.0,13
B4,B,f2,all,bss_cond_C90,-0.2538352149585106,13
B4,B,f2,all,brier_clim_C90,0.44882390336935774,13
B4,B,f2,all,brier_climcond_C90,0.4056193005997208,13
B4,B,f2,all,precision_C90_p05,NaN,13
B4,B,f2,all,recall_C90_p05,0.0,13
B4,B,f2,all,f1_C90_p05,0.0,13
B4,B,f2,all,fn_C90_p05,7.0,13
B4,B,f2,all,fp_C90_p05,0.0,13
B4,B,f2,all,precision_C90_pstar,NaN,13
B4,B,f2,all,recall_C90_pstar,0.0,13
B4,B,f2,all,f1_C90_pstar,0.0,13
B4,B,f2,all,fn_C90_pstar,7.0,13
B4,B,f2,all,fp_C90_pstar,0.0,13
B4,B,f2,op,brier_mean_platt,0.275480902804741,8
B4,B,f2,op,brier_platt_C50,5.718142306759416e-7,8
B4,B,f2,op,brier_platt_C75,2.1791988538226348e-8,8
B4,B,f2,op,brier_platt_C90,0.8264421148080039,8
B4,B,f2,op,bss_cond_C50,0.9999968312876667,8
B4,B,f2,op,brier_clim_C50,0.3325392140327205,8
B4,B,f2,op,brier_climcond_C50,0.18045634015811046,8
B4,B,f2,op,precision_C50_p05,1.0,8
B4,B,f2,op,recall_C50_p05,1.0,8
B4,B,f2,op,f1_C50_p05,1.0,8
B4,B,f2,op,fn_C50_p05,0.0,8
B4,B,f2,op,fp_C50_p05,0.0,8
B4,B,f2,op,precision_C50_pstar,1.0,8
B4,B,f2,op,recall_C50_pstar,1.0,8
B4,B,f2,op,f1_C50_pstar,1.0,8
B4,B,f2,op,fn_C50_pstar,0.0,8
B4,B,f2,op,fp_C50_pstar,0.0,8
B4,B,f2,op,bss_cond_C75,0.9999999540049247,8
B4,B,f2,op,brier_clim_C75,0.572039973013999,8
B4,B,f2,op,brier_climcond_C75,0.4737896048415807,8
B4,B,f2,op,precision_C75_p05,1.0,8
B4,B,f2,op,recall_C75_p05,1.0,8
B4,B,f2,op,f1_C75_p05,1.0,8
B4,B,f2,op,fn_C75_p05,0.0,8
B4,B,f2,op,fp_C75_p05,0.0,8
B4,B,f2,op,precision_C75_pstar,1.0,8
B4,B,f2,op,recall_C75_pstar,1.0,8
B4,B,f2,op,f1_C75_pstar,1.0,8
B4,B,f2,op,fn_C75_pstar,0.0,8
B4,B,f2,op,fp_C75_pstar,0.0,8
B4,B,f2,op,bss_cond_C90,-0.2538352149585108,8
B4,B,f2,op,brier_clim_C90,0.7241735537190082,8
B4,B,f2,op,brier_climcond_C90,0.6591313634745462,8
B4,B,f2,op,precision_C90_p05,NaN,8
B4,B,f2,op,recall_C90_p05,0.0,8
B4,B,f2,op,f1_C90_p05,0.0,8
B4,B,f2,op,fn_C90_p05,7.0,8
B4,B,f2,op,fp_C90_p05,0.0,8
B4,B,f2,op,precision_C90_pstar,NaN,8
B4,B,f2,op,recall_C90_pstar,0.0,8
B4,B,f2,op,f1_C90_pstar,0.0,8
B4,B,f2,op,fn_C90_pstar,7.0,8
B4,B,f2,op,fp_C90_pstar,0.0,8
B4,B,f2,nonop,brier_mean_platt,7.587092324355158e-21,5
B4,B,f2,nonop,brier_platt_C50,2.2759097183637153e-20,5
B4,B,f2,nonop,brier_platt_C75,2.179789428323265e-24,5
B4,B,f2,nonop,brier_platt_C90,1.332879480464309e-165,5
B4,B,f2,nonop,bss_cond_C50,NaN,5
B4,B,f2,nonop,brier_clim_C50,0.16208466857817508,5
B4,B,f2,nonop,brier_climcond_C50,0.0,5
B4,B,f2,nonop,precision_C50_p05,NaN,5
B4,B,f2,nonop,recall_C50_p05,NaN,5
B4,B,f2,nonop,f1_C50_p05,NaN,5
B4,B,f2,nonop,fn_C50_p05,0.0,5
B4,B,f2,nonop,fp_C50_p05,0.0,5
B4,B,f2,nonop,precision_C50_pstar,NaN,5
B4,B,f2,nonop,recall_C50_pstar,NaN,5
B4,B,f2,nonop,f1_C50_pstar,NaN,5
B4,B,f2,nonop,fn_C50_pstar,0.0,5
B4,B,f2,nonop,fp_C50_pstar,0.0,5
B4,B,f2,nonop,bss_cond_C75,NaN,5
B4,B,f2,nonop,brier_clim_C75,0.0379490639230899,5
B4,B,f2,nonop,brier_climcond_C75,0.0,5
B4,B,f2,nonop,precision_C75_p05,NaN,5
B4,B,f2,nonop,recall_C75_p05,NaN,5
B4,B,f2,nonop,f1_C75_p05,NaN,5
B4,B,f2,nonop,fn_C75_p05,0.0,5
B4,B,f2,nonop,fp_C75_p05,0.0,5
B4,B,f2,nonop,precision_C75_pstar,NaN,5
B4,B,f2,nonop,recall_C75_pstar,NaN,5
B4,B,f2,nonop,f1_C75_pstar,NaN,5
B4,B,f2,nonop,fn_C75_pstar,0.0,5
B4,B,f2,nonop,fp_C75_pstar,0.0,5
B4,B,f2,nonop,bss_cond_C90,NaN,5
B4,B,f2,nonop,brier_clim_C90,0.008264462809917356,5
B4,B,f2,nonop,brier_climcond_C90,0.0,5
B4,B,f2,nonop,precision_C90_p05,NaN,5
B4,B,f2,nonop,recall_C90_p05,NaN,5
B4,B,f2,nonop,f1_C90_p05,NaN,5
B4,B,f2,nonop,fn_C90_p05,0.0,5
B4,B,f2,nonop,fp_C90_p05,0.0,5
B4,B,f2,nonop,precision_C90_pstar,NaN,5
B4,B,f2,nonop,recall_C90_pstar,NaN,5
B4,B,f2,nonop,f1_C90_pstar,NaN,5
B4,B,f2,nonop,fn_C90_pstar,0.0,5
B4,B,f2,nonop,fp_C90_pstar,0.0,5
B4,B,f3,all,brier_mean_platt,0.2161632206547062,14
B4,B,f3,all,brier_platt_C50,0.07765400904903985,14
B4,B,f3,all,brier_platt_C75,0.21437781808160958,14
B4,B,f3,all,brier_platt_C90,0.3564578348334692,14
B4,B,f3,all,bss_cond_C50,0.27188188552124426,14
B4,B,f3,all,brier_clim_C50,0.24571428571428575,14
B4,B,f3,all,brier_climcond_C50,0.1066502913536641,14
B4,B,f3,all,precision_C50_p05,0.8571428571428571,14
B4,B,f3,all,recall_C50_p05,1.0,14
B4,B,f3,all,f1_C50_p05,0.9230769230769231,14
B4,B,f3,all,fn_C50_p05,0.0,14
B4,B,f3,all,fp_C50_p05,1.0,14
B4,B,f3,all,precision_C50_pstar,0.8571428571428571,14
B4,B,f3,all,recall_C50_pstar,1.0,14
B4,B,f3,all,f1_C50_pstar,0.9230769230769231,14
B4,B,f3,all,fn_C50_pstar,0.0,14
B4,B,f3,all,fp_C50_pstar,1.0,14
B4,B,f3,all,bss_cond_C75,-0.37213392986157623,14
B4,B,f3,all,brier_clim_C75,0.20964726631393302,14
B4,B,f3,all,brier_climcond_C75,0.15623680270280646,14
B4,B,f3,all,precision_C75_p05,0.5714285714285714,14
B4,B,f3,all,recall_C75_p05,1.0,14
B4,B,f3,all,f1_C75_p05,0.7272727272727273,14
B4,B,f3,all,fn_C75_p05,0.0,14
B4,B,f3,all,fp_C75_p05,3.0,14
B4,B,f3,all,precision_C75_pstar,0.5714285714285714,14
B4,B,f3,all,recall_C75_pstar,1.0,14
B4,B,f3,all,f1_C75_pstar,0.7272727272727273,14
B4,B,f3,all,fn_C75_pstar,0.0,14
B4,B,f3,all,fp_C75_pstar,3.0,14
B4,B,f3,all,bss_cond_C90,-2.1272001427778284,14
B4,B,f3,all,brier_clim_C90,0.12536155202821872,14
B4,B,f3,all,brier_climcond_C90,0.11398625561485008,14
B4,B,f3,all,precision_C90_p05,0.2857142857142857,14
B4,B,f3,all,recall_C90_p05,1.0,14
B4,B,f3,all,f1_C90_p05,0.4444444444444444,14
B4,B,f3,all,fn_C90_p05,0.0,14
B4,B,f3,all,fp_C90_p05,5.0,14
B4,B,f3,all,precision_C90_pstar,0.2857142857142857,14
B4,B,f3,all,recall_C90_pstar,1.0,14
B4,B,f3,all,f1_C90_pstar,0.4444444444444444,14
B4,B,f3,all,fn_C90_pstar,0.0,14
B4,B,f3,all,fp_C90_pstar,5.0,14
B4,B,f3,op,brier_mean_platt,0.3782856361346921,8
B4,B,f3,op,brier_platt_C50,0.13589451580268866,8
B4,B,f3,op,brier_platt_C75,0.3751611816428167,8
B4,B,f3,op,brier_platt_C90,0.6238012109585711,8
B4,B,f3,op,bss_cond_C50,0.2718818856987596,8
B4,B,f3,op,brier_clim_C50,0.31,8
B4,B,f3,op,brier_climcond_C50,0.1866380098689122,8
B4,B,f3,op,precision_C50_p05,0.8571428571428571,8
B4,B,f3,op,recall_C50_p05,1.0,8
B4,B,f3,op,f1_C50_p05,0.9230769230769231,8
B4,B,f3,op,fn_C50_p05,0.0,8
B4,B,f3,op,fp_C50_p05,1.0,8
B4,B,f3,op,precision_C50_pstar,0.8571428571428571,8
B4,B,f3,op,recall_C50_pstar,1.0,8
B4,B,f3,op,f1_C50_pstar,0.9230769230769231,8
B4,B,f3,op,fn_C50_pstar,0.0,8
B4,B,f3,op,fp_C50_pstar,1.0,8
B4,B,f3,op,bss_cond_C75,-0.37213392986157623,8
B4,B,f3,op,brier_clim_C75,0.33345679012345675,8
B4,B,f3,op,brier_climcond_C75,0.2734144047299113,8
B4,B,f3,op,precision_C75_p05,0.5714285714285714,8
B4,B,f3,op,recall_C75_p05,1.0,8
B4,B,f3,op,f1_C75_p05,0.7272727272727273,8
B4,B,f3,op,fn_C75_p05,0.0,8
B4,B,f3,op,fp_C75_p05,3.0,8
B4,B,f3,op,precision_C75_pstar,0.5714285714285714,8
B4,B,f3,op,recall_C75_pstar,1.0,8
B4,B,f3,op,f1_C75_pstar,0.7272727272727273,8
B4,B,f3,op,fn_C75_pstar,0.0,8
